prop_id,prop_type,province,city,location,bedrooms,bathrooms,area,purpose,date_added,price
4849,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/11/2023,PKR1.8 Crore
4850,Flat,Sindh,Karachi,"Khalid Bin Walid Road, Karachi, Sindh",4,4,200 Sq. Yd.,For Sale,7/11/2023,PKR3.75 Crore
4851,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,2,106 Sq. Yd.,For Sale,6/29/2023,PKR70 Lakh
4852,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,2,106 Sq. Yd.,For Sale,6/29/2023,PKR92 Lakh
4853,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/11/2023,PKR1.8 Crore
4854,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,250 Sq. Yd.,For Sale,7/11/2023,PKR3.5 Crore
4855,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,152 Sq. Yd.,For Sale,7/1/2023,PKR1.8 Crore
4856,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/25/2023,PKR1.85 Crore
4857,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/25/2023,PKR2.3 Crore
4858,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,7/25/2023,PKR57 Lakh
4859,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,7/25/2023,PKR1.4 Crore
4860,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/25/2023,PKR1.85 Crore
4861,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,7/25/2023,PKR4.2 Crore
4862,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,250 Sq. Yd.,For Sale,7/4/2023,PKR1.7 Crore
4863,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,7/25/2023,PKR18 Crore
4864,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,400 Sq. Yd.,For Sale,6/27/2023,PKR8.5 Crore
4865,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",-,-,"1,500 Sq. Yd.",For Sale,6/27/2023,PKR34 Crore
4866,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,9,240 Sq. Yd.,For Sale,6/27/2023,PKR6.9 Crore
4867,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/30/2023,PKR92 Lakh
4868,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/27/2023,PKR1.4 Crore
4869,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/30/2023,PKR1.52 Crore
4870,House,Sindh,Karachi,"Clifton, Karachi, Sindh",5,5,250 Sq. Yd.,For Sale,6/27/2023,PKR6.5 Crore
4871,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/11/2023,PKR2.45 Crore
4872,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,7/1/2023,PKR1.1 Crore
4873,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/11/2023,PKR2.35 Crore
4874,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,152 Sq. Yd.,For Sale,6/30/2023,PKR1.58 Crore
4875,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/30/2023,PKR2.35 Crore
4876,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,7/11/2023,PKR1.85 Crore
4877,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,250 Sq. Yd.,For Sale,7/11/2023,PKR3.7 Crore
4878,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,7/11/2023,PKR1.42 Crore
4879,Upper Portion,Sindh,Karachi,"Bath Island, Karachi, Sindh",4,3,200 Sq. Yd.,For Sale,6/27/2023,PKR3.7 Crore
4880,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,117 Sq. Yd.,For Sale,6/27/2023,PKR1.45 Crore
4881,House,Sindh,Karachi,"Federal B Area, Karachi, Sindh",6,8,400 Sq. Yd.,For Sale,6/30/2023,PKR10.6 Crore
4882,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",4,4,100 Sq. Yd.,For Sale,6/27/2023,PKR1.6 Crore
4883,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,111 Sq. Yd.,For Sale,6/27/2023,PKR65 Lakh
4884,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,72 Sq. Yd.,For Sale,7/4/2023,PKR50 Lakh
4885,Flat,Sindh,Karachi,"Khalid Bin Walid Road, Karachi, Sindh",4,4,222 Sq. Yd.,For Sale,6/27/2023,PKR3.75 Crore
4886,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/27/2023,PKR3.95 Crore
4887,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/27/2023,PKR16 Crore
4888,House,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,7/1/2023,PKR2.75 Crore
4889,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/27/2023,PKR17 Crore
4890,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/27/2023,PKR4.3 Crore
4891,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,350 Sq. Yd.,For Sale,6/27/2023,PKR2 Crore
4892,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR1.8 Crore
4893,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR2.35 Crore
4894,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR2.8 Crore
4895,House,Sindh,Karachi,"Cantt, Karachi, Sindh",6,4,120 Sq. Yd.,For Sale,7/4/2023,PKR2.25 Crore
4896,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,400 Sq. Yd.,For Sale,7/11/2023,PKR8.5 Crore
4897,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,400 Sq. Yd.,For Sale,7/11/2023,PKR7 Crore
4898,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",7,6,400 Sq. Yd.,For Sale,7/11/2023,PKR5.5 Crore
4899,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",5,4,120 Sq. Yd.,For Sale,7/4/2023,PKR2.35 Crore
4900,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",-,6,500 Sq. Yd.,For Sale,7/11/2023,PKR10.5 Crore
4901,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,7/11/2023,PKR3.7 Crore
4902,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,7/11/2023,PKR4.1 Crore
4903,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,250 Sq. Yd.,For Sale,7/11/2023,PKR3.15 Crore
4904,House,Sindh,Karachi,"Cantt, Karachi, Sindh",6,4,120 Sq. Yd.,For Sale,7/4/2023,PKR2.25 Crore
4905,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,7/11/2023,PKR1.57 Crore
4906,House,Sindh,Karachi,"North Karachi, Karachi, Sindh",-,-,80 Sq. Yd.,For Sale,6/27/2023,PKR1.3 Crore
4907,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,500 Sq. Yd.,For Sale,6/30/2023,PKR10 Crore
4908,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,233 Sq. Yd.,For Sale,6/30/2023,PKR1.9 Crore
4909,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,7/2/2023,PKR70 Lakh
4910,House,Sindh,Karachi,"New Karachi, Karachi, Sindh",2,3,95 Sq. Yd.,For Sale,6/27/2023,PKR1.1 Crore
4911,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,4,235 Sq. Yd.,For Sale,6/30/2023,PKR1.52 Crore
4912,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/18/2023,PKR2.3 Crore
4913,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,7/18/2023,PKR1.75 Crore
4914,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,7/18/2023,PKR1.55 Crore
4915,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,7/18/2023,PKR1.75 Crore
4916,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,7/18/2023,PKR2 Crore
4917,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/18/2023,PKR2 Crore
4918,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/18/2023,PKR2 Crore
4919,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,7/18/2023,PKR1.85 Crore
4920,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR1.8 Crore
4921,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,244 Sq. Yd.,For Sale,6/27/2023,PKR2.1 Crore
4922,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/27/2023,PKR2.3 Crore
4923,House,Sindh,Karachi,"North Karachi, Karachi, Sindh",4,4,80 Sq. Yd.,For Sale,6/27/2023,PKR1.28 Crore
4924,Flat,Sindh,Karachi,"Tariq Road, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/4/2023,PKR4.1 Crore
4925,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",7,6,"1,000 Sq. Yd.",For Sale,6/27/2023,PKR18.5 Crore
4926,Flat,Sindh,Karachi,"Bath Island, Karachi, Sindh",5,3,289 Sq. Yd.,For Sale,7/4/2023,PKR5.25 Crore
4927,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",8,7,386 Sq. Yd.,For Sale,6/27/2023,PKR4.5 Crore
4928,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,310 Sq. Yd.,For Sale,6/27/2023,PKR6.5 Crore
4929,Flat,Sindh,Karachi,"North Karachi, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,6/27/2023,PKR55 Lakh
4930,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,6/27/2023,PKR1.15 Crore
4931,Lower Portion,Sindh,Karachi,"North Karachi, Karachi, Sindh",-,-,120 Sq. Yd.,For Sale,6/27/2023,PKR1 Crore
4932,Upper Portion,Sindh,Karachi,"Jamshed Town, Karachi, Sindh",4,3,150 Sq. Yd.,For Sale,6/27/2023,PKR1.9 Crore
4933,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR3.6 Crore
4934,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,6/27/2023,PKR3.5 Crore
4935,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/18/2023,PKR2.35 Crore
4936,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,7/18/2023,PKR2.2 Crore
4937,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,100 Sq. Yd.,For Sale,7/18/2023,PKR88 Lakh
4938,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,135 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore
4939,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,100 Sq. Yd.,For Sale,7/18/2023,PKR88 Lakh
4940,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,135 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore
4941,Flat,Sindh,Karachi,"North Karachi, Karachi, Sindh",-,-,94 Sq. Yd.,For Sale,7/18/2023,PKR50 Lakh
4942,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,100 Sq. Yd.,For Sale,7/18/2023,PKR88 Lakh
4943,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/27/2023,PKR1.45 Crore
4944,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/27/2023,PKR1.42 Crore
4945,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,67 Sq. Yd.,For Sale,7/4/2023,PKR55 Lakh
4946,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,250 Sq. Yd.,For Sale,6/27/2023,PKR1.6 Crore
4947,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/27/2023,PKR1.4 Crore
4948,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR1.8 Crore
4949,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR2.35 Crore
4950,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/27/2023,PKR1.5 Crore
4951,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/27/2023,PKR75 Lakh
4952,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/27/2023,PKR1.45 Crore
4953,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,6/27/2023,PKR2 Crore
4954,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",3,2,111 Sq. Yd.,For Sale,7/11/2023,PKR1.75 Crore
4955,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/27/2023,PKR7.5 Crore
4956,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,6,400 Sq. Yd.,For Sale,6/27/2023,PKR9 Crore
4957,House,Sindh,Karachi,"Malir, Karachi, Sindh",2,2,120 Sq. Yd.,For Sale,6/27/2023,PKR70 Lakh
4958,House,Sindh,Karachi,"Malir, Karachi, Sindh",2,3,120 Sq. Yd.,For Sale,6/27/2023,PKR90 Lakh
4959,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/27/2023,PKR5.4 Crore
4960,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,135 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore
4961,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,100 Sq. Yd.,For Sale,7/18/2023,PKR88 Lakh
4962,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,135 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore
4963,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,100 Sq. Yd.,For Sale,7/18/2023,PKR88 Lakh
4964,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,135 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore
4965,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,100 Sq. Yd.,For Sale,7/18/2023,PKR88 Lakh
4966,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,135 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore
4967,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,100 Sq. Yd.,For Sale,7/18/2023,PKR88 Lakh
4968,House,Sindh,Karachi,"New Karachi, Karachi, Sindh",2,3,80 Sq. Yd.,For Sale,6/27/2023,PKR1.05 Crore
4969,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,6/27/2023,PKR2.65 Crore
4970,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,300 Sq. Yd.,For Sale,6/27/2023,PKR3.7 Crore
4971,House,Sindh,Karachi,"Malir, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/27/2023,PKR8.25 Crore
4972,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR2.8 Crore
4973,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,113 Sq. Yd.,For Sale,6/27/2023,PKR1.15 Crore
4974,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,139 Sq. Yd.,For Sale,6/27/2023,PKR1.1 Crore
4975,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,189 Sq. Yd.,For Sale,6/27/2023,PKR1.7 Crore
4976,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,117 Sq. Yd.,For Sale,7/1/2023,PKR93 Lakh
4977,Flat,Sindh,Karachi,"Federal B Area, Karachi, Sindh",4,3,183 Sq. Yd.,For Sale,6/27/2023,PKR1.68 Crore
4978,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,233 Sq. Yd.,For Sale,6/27/2023,PKR2.55 Crore
4979,House,Sindh,Karachi,"Zamzama, Karachi, Sindh",5,5,350 Sq. Yd.,For Sale,6/27/2023,PKR19 Crore
4980,House,Sindh,Karachi,"Zamzama, Karachi, Sindh",10,10,800 Sq. Yd.,For Sale,6/27/2023,PKR60 Crore
4981,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",8,8,600 Sq. Yd.,For Sale,6/27/2023,PKR9.8 Crore
4982,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",4,4,120 Sq. Yd.,For Sale,6/27/2023,PKR2.7 Crore
4983,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,135 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore
4984,Flat,Sindh,Karachi,"North Karachi, Karachi, Sindh",-,-,94 Sq. Yd.,For Sale,7/18/2023,PKR50 Lakh
4985,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,100 Sq. Yd.,For Sale,7/18/2023,PKR88 Lakh
4986,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,135 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore
4987,Lower Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",-,-,100 Sq. Yd.,For Sale,7/18/2023,PKR88 Lakh
4988,Flat,Sindh,Karachi,"North Karachi, Karachi, Sindh",-,-,94 Sq. Yd.,For Sale,7/18/2023,PKR50 Lakh
4989,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,133 Sq. Yd.,For Sale,7/18/2023,PKR1.28 Crore
4990,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,7/18/2023,PKR1.05 Crore
4991,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,144 Sq. Yd.,For Sale,6/27/2023,PKR1.25 Crore
4992,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,6/27/2023,PKR70 Lakh
4993,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,183 Sq. Yd.,For Sale,6/27/2023,PKR1.8 Crore
4994,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",5,3,261 Sq. Yd.,For Sale,6/27/2023,PKR4.2 Crore
4995,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,150 Sq. Yd.,For Sale,6/27/2023,PKR1.2 Crore
4996,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",6,6,215 Sq. Yd.,For Sale,6/27/2023,PKR3.4 Crore
4997,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/27/2023,PKR4.3 Crore
4998,Flat,Sindh,Karachi,"Saadi Road, Karachi, Sindh",2,2,139 Sq. Yd.,For Sale,6/27/2023,PKR1.2 Crore
4999,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",4,3,120 Sq. Yd.,For Sale,6/27/2023,PKR1.8 Crore
5000,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,139 Sq. Yd.,For Sale,6/27/2023,PKR95 Lakh
5001,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",8,8,400 Sq. Yd.,For Sale,6/27/2023,PKR10.5 Crore
5002,Lower Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",5,5,450 Sq. Yd.,For Sale,6/27/2023,PKR4.25 Crore
5003,House,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",9,9,517 Sq. Yd.,For Sale,6/27/2023,PKR6.5 Crore
5004,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,8,600 Sq. Yd.,For Sale,6/27/2023,PKR9.5 Crore
5005,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,120 Sq. Yd.,For Sale,6/27/2023,PKR3.85 Crore
5006,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",5,5,120 Sq. Yd.,For Sale,6/27/2023,PKR3.4 Crore
5007,House,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",-,-,120 Sq. Yd.,For Sale,7/18/2023,PKR2.15 Crore
5008,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,7/18/2023,PKR60 Lakh
5009,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,7/18/2023,PKR55 Lakh
5010,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,233 Sq. Yd.,For Sale,7/18/2023,PKR1.6 Crore
5011,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,317 Sq. Yd.,For Sale,7/18/2023,PKR1.9 Crore
5012,House,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,7/2/2023,PKR4.15 Crore
5013,House,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,7/2/2023,PKR4.5 Crore
5014,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,133 Sq. Yd.,For Sale,7/2/2023,PKR1.15 Crore
5015,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,6/27/2023,PKR54 Lakh
5016,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",1,2,50 Sq. Yd.,For Sale,7/11/2023,PKR18.5 Lakh
5017,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,56 Sq. Yd.,For Sale,7/11/2023,PKR22 Lakh
5018,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",1,2,50 Sq. Yd.,For Sale,7/11/2023,PKR16.5 Lakh
5019,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",1,2,50 Sq. Yd.,For Sale,7/11/2023,PKR16.5 Lakh
5020,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,7/11/2023,PKR18.5 Lakh
5021,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,7/11/2023,PKR18 Lakh
5022,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,7/11/2023,PKR19 Lakh
5023,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",1,2,50 Sq. Yd.,For Sale,7/11/2023,PKR19.5 Lakh
5024,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",1,2,50 Sq. Yd.,For Sale,7/11/2023,PKR18.25 Lakh
5025,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,7/11/2023,PKR18.5 Lakh
5026,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,7/11/2023,PKR42 Lakh
5027,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,56 Sq. Yd.,For Sale,7/11/2023,PKR23 Lakh
5028,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,7/11/2023,PKR22 Lakh
5029,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,4,333 Sq. Yd.,For Sale,6/27/2023,PKR4.85 Crore
5030,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,6/27/2023,PKR3.8 Crore
5031,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,6/27/2023,PKR3.65 Crore
5032,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,233 Sq. Yd.,For Sale,7/18/2023,PKR1.55 Crore
5033,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,7/2/2023,PKR1.75 Crore
5034,Flat,Sindh,Karachi,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,5,511 Sq. Yd.,For Sale,7/18/2023,PKR7.9 Crore
5035,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,6/29/2023,PKR85 Lakh
